file,label,n_sacc,mean_dur,median_dur,mean_amp,median_amp,mean_peakv,median_peakv,mean_isi,median_isi,sacc_time_ratio
009_0.csv,0,56,23.910714285714285,15.5,0.6304285126472158,0.321787029504776,0.5882881919720343,0.5403027832508087,26.78181818181818,18.0,0.8926666666666667
009_2.csv,1,36,39.52777777777778,38.5,1.1754974019196298,0.9637680947780609,0.5255172579652734,0.4659072309732437,41.2,36.0,0.9486666666666667
011_2.csv,1,44,30.545454545454547,24.5,1.011236733841625,0.6857175230979919,0.41915941035205667,0.3759321868419647,34.18604651162791,28.0,0.896
016_0.csv,0,60,16.816666666666666,13.0,0.5974518599299093,0.17597924917936325,0.4379841436942418,0.4335799664258957,24.71186440677966,21.0,0.6726666666666666
016_2.csv,1,36,38.0,30.0,1.1438690583325095,0.7647531032562256,0.5775075455506643,0.5668763220310211,42.08571428571429,32.0,0.912
021_0.csv,0,55,21.418181818181818,15.0,0.7524685658599165,0.3238503634929657,0.47076566747643733,0.4386606216430664,26.27777777777778,21.5,0.7853333333333333
021_2.csv,1,48,26.0625,21.5,0.9545562875379497,0.5093618035316467,0.49847368368258077,0.4224901646375656,31.29787234042553,26.0,0.834
029_0.csv,0,61,19.311475409836067,14.0,0.5742866643628136,0.2548812925815582,0.4022041783958185,0.3769600987434387,24.666666666666668,20.5,0.7853333333333333
029_2.csv,1,31,45.903225806451616,33.0,1.4333074833116224,0.6291012763977051,0.8796450063105552,0.8632820844650269,48.86666666666667,36.0,0.9486666666666667
032_0.csv,0,44,30.363636363636363,22.0,1.0000154135579413,0.38121798634529114,0.6233855797485872,0.5829356908798218,33.69767441860465,29.0,0.8906666666666667
032_2.csv,1,40,34.475,25.5,1.368682940863073,1.138400912284851,0.5859731454402208,0.558054119348526,37.94871794871795,29.0,0.9193333333333333
036_0.csv,0,42,12.666666666666666,12.0,0.2684564550983764,0.12090571597218513,0.22785797715187073,0.23506643623113632,35.46341463414634,23.0,0.3546666666666667
036_2.csv,1,47,28.23404255319149,25.0,0.9501556239705137,0.5916481018066406,0.38099092482886415,0.3721376955509186,31.5,27.5,0.8846666666666667
041_0.csv,0,49,28.489795918367346,23.0,1.3332912064328486,0.4613248109817505,1.0593557965998748,1.049285650253296,30.333333333333332,25.0,0.9306666666666666
041_2.csv,1,45,30.288888888888888,23.0,0.7557689603832033,0.5395717620849609,0.3736357582939996,0.34904924035072327,33.13636363636363,27.0,0.9086666666666666
042_0.csv,0,55,21.836363636363636,17.0,0.6701192872768099,0.24618688225746155,0.5141047415408221,0.4552735388278961,27.425925925925927,23.0,0.8006666666666666
042_2.csv,1,47,27.148936170212767,20.0,1.0047851125610636,0.7589420080184937,0.3162338632218381,0.296168714761734,31.869565217391305,24.5,0.8506666666666667
047_0.csv,0,56,19.125,14.0,0.7571226326482636,0.2570600211620331,0.5067016312054226,0.4807316064834595,26.8,24.0,0.714
048_0.csv,0,37,38.67567567567568,29.0,1.026109152549022,0.4514520466327667,0.8993715442515708,0.9087700247764587,39.44444444444444,30.5,0.954
048_2.csv,1,48,26.875,19.5,1.083077163474324,0.9631354510784149,0.45542938308790326,0.4248529523611069,31.106382978723403,24.0,0.86
049_0.csv,0,39,34.51282051282051,26.0,2.054536189788427,1.8942450284957886,0.7694768080344567,0.6674456000328064,37.63157894736842,29.0,0.8973333333333333
049_2.csv,1,37,36.108108108108105,32.0,1.0213823020458221,0.9277374148368835,0.4000418520457036,0.41323623061180115,41.166666666666664,37.0,0.8906666666666667
054_0.csv,0,45,27.177777777777777,21.0,0.9248412080936962,0.4771416485309601,0.5066320425934262,0.5157145261764526,33.45454545454545,29.0,0.8153333333333334
054_2.csv,1,47,27.872340425531913,21.0,1.0016626865464322,0.8957077860832214,0.3878133794728746,0.35560935735702515,32.19565217391305,27.0,0.8733333333333333
056_0.csv,0,54,16.59259259259259,14.0,0.7537057084479818,0.7767966687679291,0.30719728022813797,0.31777316331863403,27.735849056603772,25.0,0.5973333333333334
056_2.csv,1,50,26.18,16.5,0.717144081145525,0.6221298575401306,0.2778012055158615,0.2785981595516205,29.510204081632654,21.0,0.8726666666666667
057_0.csv,0,38,36.76315789473684,32.5,1.1278876468147103,0.5742873251438141,0.9022259147543656,0.764186441898346,38.486486486486484,33.0,0.9313333333333333
057_2.csv,1,42,27.38095238095238,23.5,0.954245637392714,0.5836228132247925,0.41331693441385314,0.390526607632637,34.829268292682926,30.0,0.7666666666666667
058_0.csv,0,61,21.459016393442624,14.0,0.9249390690419518,0.2866698205471039,1.0207039562405134,0.9499347805976868,24.85,16.0,0.8726666666666667
058_2.csv,1,31,46.70967741935484,31.0,0.9318658921026415,0.521213710308075,1.3990604185288953,1.4789347648620605,49.4,32.5,0.9653333333333334
062_0.csv,0,58,16.103448275862068,13.0,0.6659263413527916,0.4177115112543106,0.2673801289036356,0.24846302717924118,25.94736842105263,20.0,0.6226666666666667
062_2.csv,1,25,56.6,37.0,1.2135874797403812,1.2145907878875732,0.5498129111528397,0.5255823135375977,59.958333333333336,38.5,0.9433333333333334
065_0.csv,0,64,12.796875,12.0,0.1900023893394973,0.09151878952980042,0.2119803783716634,0.19712579250335693,22.26984126984127,16.0,0.546
065_2.csv,1,41,32.24390243902439,25.0,0.849927041225317,0.8597288131713867,0.33776984636376545,0.30903616547584534,36.575,31.0,0.8813333333333333
071_0.csv,0,31,47.0,29.0,0.9108379272924315,0.4616507291793823,1.2754534233000971,1.2904644012451172,48.43333333333333,30.0,0.9713333333333334
071_2.csv,1,32,43.09375,34.0,1.4309561783447862,1.0747605562210083,0.5763097954913974,0.5880703628063202,47.064516129032256,39.0,0.9193333333333333
072_0.csv,0,53,25.41509433962264,15.0,0.7891333937504381,0.35627830028533936,0.5850051983066324,0.5893059372901917,28.192307692307693,20.5,0.898
072_2.csv,1,48,25.75,18.5,0.9742007557457933,0.9426420331001282,0.6386494922141234,0.6933267414569855,31.0,26.0,0.824
