ablation,setting,acc,macro_f1,roc_auc,time_sec
EyeChannel,left,0.5555555555555556,0.35714285714285715,0.9500000000000001,43.160395625047386
EyeChannel,right,0.5555555555555556,0.35714285714285715,0.8,41.358185209101066
EyeChannel,both,0.5555555555555556,0.35714285714285715,0.9,44.30387374991551
