epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.6296296119689941,0.7029388546943665,0.0003,0.6000000238418579,0.7408355474472046
1,0.6481481194496155,0.714328408241272,0.0003,0.6499999761581421,0.7383540868759155
2,0.7037037014961243,0.6482940316200256,0.0003,0.6499999761581421,0.7352104783058167
3,0.7407407164573669,0.564819872379303,0.0003,0.550000011920929,0.7330479025840759
4,0.6666666865348816,0.6250017881393433,0.0003,0.6000000238418579,0.7326191067695618
5,0.7962962985038757,0.5039452314376831,0.0003,0.6000000238418579,0.7327880263328552
6,0.7777777910232544,0.5524364709854126,0.0003,0.550000011920929,0.7323198914527893
7,0.7407407164573669,0.5845578908920288,0.0003,0.5,0.7322779893875122
8,0.8333333134651184,0.5255712866783142,0.0003,0.44999998807907104,0.7323452234268188
9,0.7592592835426331,0.49873337149620056,0.0003,0.44999998807907104,0.7317871451377869
10,0.8333333134651184,0.44653627276420593,0.0003,0.44999998807907104,0.730350136756897
11,0.8888888955116272,0.40997806191444397,0.0003,0.44999998807907104,0.7290492057800293
12,0.8148148059844971,0.46612343192100525,0.0003,0.44999998807907104,0.7285095453262329
13,0.8148148059844971,0.41732367873191833,0.0003,0.44999998807907104,0.729308545589447
14,0.8888888955116272,0.39974579215049744,0.0003,0.44999998807907104,0.7307877540588379
15,0.8888888955116272,0.4005681574344635,0.0003,0.44999998807907104,0.7312674522399902
16,0.9259259104728699,0.37554144859313965,0.0003,0.44999998807907104,0.7322917580604553
17,0.8703703880310059,0.36227402091026306,0.0003,0.44999998807907104,0.7337161898612976
18,0.8888888955116272,0.3332304060459137,0.0003,0.44999998807907104,0.735660195350647
19,0.8703703880310059,0.336387038230896,0.00015,0.44999998807907104,0.7376882433891296
20,0.9074074029922485,0.3593446612358093,0.00015,0.44999998807907104,0.7392651438713074
21,0.9259259104728699,0.3517362177371979,0.00015,0.44999998807907104,0.741049587726593
22,0.9259259104728699,0.31041720509529114,0.00015,0.44999998807907104,0.7442807555198669
23,0.8888888955116272,0.349019855260849,0.00015,0.44999998807907104,0.7456248998641968
24,0.9074074029922485,0.31469962000846863,0.00015,0.44999998807907104,0.7463701367378235
25,0.8518518805503845,0.34089282155036926,7.5e-05,0.44999998807907104,0.7460662126541138
26,0.8888888955116272,0.3090141713619232,7.5e-05,0.44999998807907104,0.7452432513237
27,0.9074074029922485,0.31155914068222046,7.5e-05,0.44999998807907104,0.7444994449615479
