ablation,setting,acc,macro_f1,roc_auc,time_sec
EyeChannel,left,0.6,0.6,0.84,82.47481466690078
EyeChannel,right,0.8,0.7916666666666665,0.8400000000000001,40.1166254170239
EyeChannel,both,0.7,0.6969696969696968,0.92,40.194241957971826
