ablation,setting,acc,macro_f1,roc_auc,time_sec
Coord,x,0.47619047619047616,0.3225806451612903,0.6545454545454545,81.68314750003628
Coord,y,0.5714285714285714,0.5675057208237986,0.6454545454545455,143.35336916707456
