ablation,setting,acc,macro_f1,roc_auc,time_sec
EyeChannel,left,0.8888888888888888,0.888888888888889,1.0,4.444065624848008
EyeChannel,right,0.7777777777777778,0.7750000000000001,0.9,2.036286666058004
EyeChannel,both,0.5555555555555556,0.35714285714285715,0.85,1.6219998749438673
