epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.5555555820465088,0.7639746069908142,0.0003,0.550000011920929,0.6818960309028625
1,0.4444444477558136,0.7591661810874939,0.0003,0.6000000238418579,0.6661373376846313
2,0.5185185074806213,0.7353082299232483,0.0003,0.699999988079071,0.6532497406005859
3,0.6296296119689941,0.6601413488388062,0.0003,0.6499999761581421,0.6458336710929871
4,0.6111111044883728,0.7253715991973877,0.0003,0.699999988079071,0.6429821848869324
5,0.6851851940155029,0.589279294013977,0.0003,0.6000000238418579,0.6458450555801392
6,0.6851851940155029,0.6102900505065918,0.0003,0.550000011920929,0.6490901708602905
7,0.7592592835426331,0.575325071811676,0.0003,0.5,0.6475546360015869
8,0.6296296119689941,0.6788883209228516,0.0003,0.5,0.6434999704360962
9,0.6296296119689941,0.5513614416122437,0.0003,0.5,0.6389336585998535
10,0.7222222089767456,0.5848888754844666,0.0003,0.5,0.635044515132904
11,0.8333333134651184,0.46744707226753235,0.0003,0.5,0.6301358342170715
12,0.6851851940155029,0.5847879648208618,0.0003,0.5,0.622065544128418
13,0.7777777910232544,0.5255589485168457,0.0003,0.5,0.6149164438247681
14,0.7777777910232544,0.4657261073589325,0.0003,0.5,0.6129962205886841
15,0.8333333134651184,0.45093318819999695,0.0003,0.550000011920929,0.6086970567703247
16,0.8703703880310059,0.37458914518356323,0.0003,0.550000011920929,0.6022070646286011
17,0.8148148059844971,0.41053199768066406,0.0003,0.550000011920929,0.5977393388748169
18,0.7777777910232544,0.46529915928840637,0.0003,0.550000011920929,0.5973220467567444
19,0.7592592835426331,0.45843207836151123,0.0003,0.550000011920929,0.6087905168533325
20,0.8518518805503845,0.4062679708003998,0.0003,0.550000011920929,0.612707257270813
21,0.8148148059844971,0.4779186248779297,0.0003,0.550000011920929,0.6114185452461243
22,0.8703703880310059,0.32798266410827637,0.0003,0.6000000238418579,0.6083080172538757
23,0.9074074029922485,0.3098349869251251,0.0003,0.699999988079071,0.5893293619155884
24,0.8333333134651184,0.3433266282081604,0.0003,0.75,0.5721608400344849
25,0.8888888955116272,0.2713164985179901,0.0003,0.800000011920929,0.5572803616523743
26,0.7962962985038757,0.4065367877483368,0.0003,0.800000011920929,0.5515487194061279
27,0.8703703880310059,0.3351511061191559,0.0003,0.800000011920929,0.5668958425521851
28,0.8888888955116272,0.2967464327812195,0.0003,0.800000011920929,0.5778878331184387
29,0.9259259104728699,0.2651722729206085,0.0003,0.800000011920929,0.5646259188652039
30,0.8703703880310059,0.24541056156158447,0.0003,0.800000011920929,0.5439428091049194
31,0.9259259104728699,0.2367561161518097,0.0003,0.800000011920929,0.52593994140625
32,0.9074074029922485,0.2351377159357071,0.0003,0.8999999761581421,0.5175712704658508
33,0.9074074029922485,0.266827791929245,0.0003,0.8500000238418579,0.5086966753005981
34,0.9444444179534912,0.2256067842245102,0.0003,0.800000011920929,0.49558019638061523
35,0.8518518805503845,0.25506770610809326,0.0003,0.699999988079071,0.4925112724304199
36,0.8703703880310059,0.29227691888809204,0.0003,0.699999988079071,0.5070369839668274
37,0.9259259104728699,0.2521180212497711,0.0003,0.75,0.5238882899284363
38,0.9629629850387573,0.1769535392522812,0.0003,0.75,0.536199152469635
39,0.9259259104728699,0.23423653841018677,0.0003,0.75,0.558042049407959
40,0.9444444179534912,0.20715992152690887,0.0003,0.699999988079071,0.5674086809158325
41,0.9259259104728699,0.20133429765701294,0.0003,0.6499999761581421,0.5776995420455933
42,0.9444444179534912,0.23728179931640625,0.00015,0.699999988079071,0.5737873911857605
43,0.9259259104728699,0.17684294283390045,0.00015,0.6499999761581421,0.5671641826629639
44,0.9814814925193787,0.14806188642978668,0.00015,0.699999988079071,0.5516446828842163
45,0.9444444179534912,0.16286039352416992,0.00015,0.699999988079071,0.5474075078964233
46,0.9444444179534912,0.21895092725753784,0.00015,0.699999988079071,0.5483912229537964
47,0.9814814925193787,0.1449662148952484,0.00015,0.699999988079071,0.5492252111434937
48,0.9814814925193787,0.1404181569814682,7.5e-05,0.699999988079071,0.5422147512435913
49,0.9814814925193787,0.12757280468940735,7.5e-05,0.699999988079071,0.5362706780433655
50,0.9814814925193787,0.1324702948331833,7.5e-05,0.699999988079071,0.5326201915740967
