ablation,setting,acc,macro_f1,roc_auc,time_sec
Temporal,start,0.6666666666666666,0.6666666666666665,0.7000000000000001,1.1914292080327868
Temporal,middle,0.7777777777777778,0.7750000000000001,0.9500000000000001,2.6349177500233054
Temporal,end,0.5555555555555556,0.35714285714285715,1.0,1.1982540001627058
