epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.4363636374473572,0.9548866748809814,0.0003,0.6000000238418579,0.673190712928772
1,0.41818180680274963,0.8299055695533752,0.0003,0.6000000238418579,0.6682289242744446
2,0.6363636255264282,0.6333035826683044,0.0003,0.6000000238418579,0.6670575141906738
3,0.6363636255264282,0.639340341091156,0.0003,0.6000000238418579,0.6662631034851074
4,0.5636363625526428,0.6919794082641602,0.0003,0.6000000238418579,0.6662448644638062
5,0.6181818246841431,0.6276223659515381,0.0003,0.6000000238418579,0.6654138565063477
6,0.581818163394928,0.6719659566879272,0.0003,0.6000000238418579,0.6637263298034668
7,0.6363636255264282,0.6090866327285767,0.0003,0.6000000238418579,0.6622115969657898
8,0.7090908885002136,0.5651856660842896,0.0003,0.6000000238418579,0.6610060930252075
9,0.7454545497894287,0.6332317590713501,0.0003,0.6000000238418579,0.6587228775024414
10,0.6545454263687134,0.5716661214828491,0.0003,0.6000000238418579,0.6571211218833923
11,0.7454545497894287,0.5749141573905945,0.0003,0.6000000238418579,0.6567890644073486
12,0.7272727489471436,0.5728089809417725,0.0003,0.6000000238418579,0.6569763422012329
13,0.7090908885002136,0.558327317237854,0.0003,0.6000000238418579,0.6564028859138489
14,0.6909090876579285,0.603278636932373,0.0003,0.6000000238418579,0.6543163061141968
15,0.6909090876579285,0.5597918629646301,0.0003,0.6000000238418579,0.6521807312965393
16,0.6181818246841431,0.595069408416748,0.0003,0.6000000238418579,0.6500126719474792
17,0.8545454740524292,0.4679238498210907,0.0003,0.6000000238418579,0.6482240557670593
18,0.7454545497894287,0.5410388708114624,0.0003,0.6000000238418579,0.6460559368133545
19,0.7454545497894287,0.5149140954017639,0.0003,0.6000000238418579,0.6442798972129822
20,0.8181818127632141,0.47742271423339844,0.0003,0.6499999761581421,0.6441673040390015
21,0.8363636136054993,0.4592861831188202,0.0003,0.6499999761581421,0.6440364718437195
22,0.7454545497894287,0.46923312544822693,0.0003,0.6499999761581421,0.643500566482544
23,0.8181818127632141,0.41321486234664917,0.0003,0.6499999761581421,0.6439353227615356
24,0.800000011920929,0.44764092564582825,0.0003,0.6499999761581421,0.644573450088501
25,0.800000011920929,0.5202277898788452,0.0003,0.6000000238418579,0.6467483639717102
26,0.8363636136054993,0.40462711453437805,0.0003,0.6000000238418579,0.6492974162101746
27,0.8727272748947144,0.38441962003707886,0.0003,0.6000000238418579,0.650253415107727
28,0.9272727370262146,0.3511888384819031,0.0003,0.550000011920929,0.6528194546699524
29,0.8909090757369995,0.32129761576652527,0.00015,0.550000011920929,0.6562672853469849
30,0.8545454740524292,0.38934779167175293,0.00015,0.550000011920929,0.6590431332588196
31,0.8363636136054993,0.3562488853931427,0.00015,0.550000011920929,0.6607879996299744
32,0.8909090757369995,0.3460083603858948,0.00015,0.550000011920929,0.6602152585983276
33,0.8545454740524292,0.3605186343193054,0.00015,0.550000011920929,0.6595302820205688
34,0.8545454740524292,0.3526051640510559,0.00015,0.550000011920929,0.6568547487258911
35,0.8909090757369995,0.33935338258743286,7.5e-05,0.550000011920929,0.6574205160140991
36,0.8727272748947144,0.33324554562568665,7.5e-05,0.550000011920929,0.6595110893249512
37,0.800000011920929,0.3732593059539795,7.5e-05,0.550000011920929,0.6611277461051941
