ablation,setting,acc,macro_f1,roc_auc,time_sec
Temporal,start,0.6666666666666666,0.5846153846153846,0.6000000000000001,8.69980562501587
Temporal,middle,0.7777777777777778,0.75,0.9500000000000001,17.48139883298427
Temporal,end,0.2222222222222222,0.22222222222222224,0.1,6.629025749862194
