ablation,setting,acc,macro_f1,roc_auc,time_sec
Coord,x,0.4444444444444444,0.30769230769230765,0.75,1.3958161659538746
Coord,y,0.4444444444444444,0.30769230769230765,0.9,2.469693000195548
