ablation,setting,acc,macro_f1,roc_auc,time_sec
Coord,x,0.6470588235294118,0.6357142857142857,0.7714285714285715,23.737497625057586
Coord,y,0.8235294117647058,0.8210526315789474,0.9,22.919646166963503
