ablation,setting,acc,macro_f1,roc_auc,time_sec
Temporal,start,0.8571428571428571,0.8558352402745996,0.8272727272727273,417.3096141249407
Temporal,middle,0.7142857142857143,0.7136363636363636,0.8363636363636363,280.40482137491927
Temporal,end,0.8095238095238095,0.8055555555555555,0.8363636363636364,137.8704916248098
