ablation,setting,acc,macro_f1,roc_auc,time_sec
EyeChannel,left,0.8235294117647058,0.7984189723320159,1.0,8.81030729203485
EyeChannel,right,0.8823529411764706,0.8712121212121211,1.0,8.933415750041604
EyeChannel,both,0.8823529411764706,0.8785714285714286,0.9857142857142858,8.819142249994911
