ablation,setting,acc,macro_f1,roc_auc,time_sec
Coord,x,0.5238095238095238,0.34375000000000006,0.6363636363636365,3.7310927498620003
Coord,y,0.6190476190476191,0.5961538461538461,0.7181818181818183,2.62104554194957
