epoch,accuracy,auc,loss,lr,val_accuracy,val_auc,val_loss
0,0.46296295523643494,0.4862637519836426,0.701201856136322,0.0003,0.5,0.8249999284744263,0.6869956254959106
1,0.5370370149612427,0.6284340620040894,0.6836775541305542,0.0003,0.5,0.8300000429153442,0.6864120364189148
2,0.5185185074806213,0.6559065580368042,0.6762031316757202,0.0003,0.5,0.8299999237060547,0.6871789693832397
3,0.5185185074806213,0.6703296899795532,0.6819581389427185,0.0003,0.5,0.8399999141693115,0.6868470907211304
4,0.5370370149612427,0.6826923489570618,0.6731634736061096,0.0003,0.5,0.8399999737739563,0.686270534992218
5,0.5,0.7266483306884766,0.670188844203949,0.0003,0.5,0.8449999690055847,0.6838933825492859
6,0.5185185074806213,0.6497252583503723,0.6763167381286621,0.0003,0.5,0.8499999046325684,0.6813958287239075
7,0.5370370149612427,0.7300823926925659,0.6636844277381897,0.0003,0.5,0.8699999451637268,0.6771547198295593
8,0.5740740895271301,0.6703296303749084,0.6731785535812378,0.0003,0.5,0.8849999904632568,0.6749280691146851
9,0.5185185074806213,0.8008241653442383,0.6494017243385315,0.0003,0.5,0.875,0.6745056509971619
10,0.5740740895271301,0.8015109896659851,0.6453012824058533,0.0003,0.5,0.8999999761581421,0.6720715761184692
11,0.5185185074806213,0.625,0.67703777551651,0.0003,0.5,0.875,0.6671004295349121
12,0.5925925970077515,0.7074175477027893,0.6604360938072205,0.0003,0.5,0.875,0.6640508770942688
13,0.5925925970077515,0.7259615659713745,0.641965925693512,0.0003,0.5,0.8650000095367432,0.6612330675125122
14,0.5925925970077515,0.7170329689979553,0.6494491100311279,0.0003,0.5,0.8649999499320984,0.6595337986946106
15,0.5925925970077515,0.7946429252624512,0.6385912299156189,0.0003,0.5,0.8899999856948853,0.6532818675041199
16,0.6666666865348816,0.8179945349693298,0.6294319033622742,0.0003,0.5,0.8700000047683716,0.6490731835365295
17,0.6666666865348816,0.8255494236946106,0.618619441986084,0.0003,0.6000000238418579,0.8800000548362732,0.6424152255058289
18,0.7037037014961243,0.8131868243217468,0.6146131157875061,0.0003,0.75,0.8799999952316284,0.638801097869873
19,0.7407407164573669,0.7912087440490723,0.6217826008796692,0.0003,0.6499999761581421,0.875,0.6328386068344116
20,0.6666666865348816,0.7630494832992554,0.6272099018096924,0.0003,0.6000000238418579,0.8700000047683716,0.6279654502868652
