epoch,accuracy,auc,loss,lr,val_accuracy,val_auc,val_loss
21,0.6111111044883728,0.7857142686843872,0.6207884550094604,0.0003,0.6000000238418579,0.8700000047683716,0.6219972372055054
22,0.6481481194496155,0.7616758346557617,0.6172203421592712,0.0003,0.6000000238418579,0.8700000047683716,0.6215745210647583
23,0.6666666865348816,0.7706043720245361,0.6145622134208679,0.0003,0.75,0.8899999856948853,0.6095627546310425
24,0.7222222089767456,0.8420329093933105,0.5814185738563538,0.0003,0.75,0.8849999904632568,0.6036845445632935
25,0.7222222089767456,0.8811812996864319,0.5524243712425232,0.0003,0.8500000238418579,0.875,0.5994798541069031
26,0.6851851940155029,0.7905219793319702,0.5793263912200928,0.0003,0.8500000238418579,0.8799999952316284,0.5918035507202148
27,0.6851851940155029,0.793269157409668,0.5846728682518005,0.0003,0.8500000238418579,0.8799999952316284,0.5880282521247864
28,0.7592592835426331,0.7987637519836426,0.5682824850082397,0.0003,0.8999999761581421,0.8799999952316284,0.583423912525177
29,0.6851851940155029,0.7747252583503723,0.5961282253265381,0.0003,0.8500000238418579,0.8799999952316284,0.5846460461616516
30,0.6851851940155029,0.7877747416496277,0.5776861310005188,0.0003,0.800000011920929,0.8700000047683716,0.5770875215530396
31,0.7222222089767456,0.8063186407089233,0.5614175200462341,0.0003,0.800000011920929,0.8700000047683716,0.5748959183692932
32,0.6851851940155029,0.8262362480163574,0.5511914491653442,0.0003,0.75,0.8700000047683716,0.5756293535232544
33,0.7592592835426331,0.8688187003135681,0.5228127837181091,0.0003,0.800000011920929,0.8600000143051147,0.5761869549751282
34,0.7592592835426331,0.8427197933197021,0.5447232723236084,0.0003,0.800000011920929,0.8600000143051147,0.5758245587348938
35,0.7777777910232544,0.8289835453033447,0.538096010684967,0.0003,0.8500000238418579,0.8600000143051147,0.5855595469474792
36,0.7962962985038757,0.8200548887252808,0.545253336429596,0.0003,0.800000011920929,0.8550000190734863,0.5942636728286743
37,0.7407407164573669,0.8674450516700745,0.51326584815979,0.0003,0.800000011920929,0.8399999737739563,0.5601412057876587
38,0.6666666865348816,0.8118131756782532,0.5674696564674377,0.0003,0.800000011920929,0.8399999737739563,0.5655792951583862
39,0.7407407164573669,0.8159340620040894,0.546226978302002,0.0003,0.8500000238418579,0.8600000143051147,0.5746980905532837
40,0.7407407164573669,0.8475274443626404,0.5309616923332214,0.0003,0.6499999761581421,0.8600000143051147,0.6559524536132812
41,0.7222222089767456,0.8447802066802979,0.5295428037643433,0.0003,0.800000011920929,0.8650000095367432,0.5715572237968445
42,0.7222222089767456,0.8070054650306702,0.5369567275047302,0.0003,0.699999988079071,0.8299999833106995,0.5793938040733337
43,0.7407407164573669,0.8612637519836426,0.5289850831031799,0.0003,0.800000011920929,0.8449999690055847,0.555502712726593
44,0.7592592835426331,0.8303571343421936,0.5172867774963379,0.0003,0.75,0.8600000143051147,0.6081933975219727
45,0.7777777910232544,0.879807710647583,0.48720499873161316,0.0003,0.800000011920929,0.8700000047683716,0.5772998332977295
46,0.7592592835426331,0.8763735890388489,0.46560338139533997,0.0003,0.800000011920929,0.8399999141693115,0.5604724884033203
47,0.7037037014961243,0.8502746820449829,0.527143120765686,0.0003,0.800000011920929,0.8299999833106995,0.5626966953277588
48,0.7037037014961243,0.8427197933197021,0.5187118649482727,0.0003,0.800000011920929,0.8499999642372131,0.5553687810897827
49,0.7962962985038757,0.8674451112747192,0.4737645983695984,0.0003,0.75,0.8600000143051147,0.6151493787765503
50,0.7407407164573669,0.8406593203544617,0.5405190587043762,0.0003,0.75,0.8600000143051147,0.6261549592018127
51,0.8333333134651184,0.8921703100204468,0.4701458215713501,0.0003,0.800000011920929,0.8500000238418579,0.5575348734855652
52,0.7592592835426331,0.9017857313156128,0.44975775480270386,0.0003,0.800000011920929,0.8299999833106995,0.5575637817382812
53,0.7962962985038757,0.8777472972869873,0.45746856927871704,0.0003,0.8500000238418579,0.8399999737739563,0.5562939643859863
54,0.7962962985038757,0.8921703100204468,0.4374513328075409,0.0003,0.699999988079071,0.8499999642372131,0.5979894399642944
55,0.8148148059844971,0.8633241653442383,0.47679075598716736,0.00015,0.75,0.8499999642372131,0.5873652696609497
56,0.8333333134651184,0.9031593799591064,0.4298096299171448,0.00015,0.800000011920929,0.8399999141693115,0.564828634262085
57,0.7592592835426331,0.8784340620040894,0.454341322183609,0.00015,0.8500000238418579,0.8400000333786011,0.5566423535346985
58,0.8518518805503845,0.8866758346557617,0.4352019131183624,0.00015,0.8500000238418579,0.8399999737739563,0.5572637319564819
59,0.8148148059844971,0.8811813592910767,0.443100243806839,0.00015,0.8500000238418579,0.8399999141693115,0.5570133328437805
