epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.5370370149612427,0.6655727624893188,0.0003,0.5,0.6909247040748596
1,0.5185185074806213,0.7388533353805542,0.0003,0.5,0.6883589029312134
2,0.5925925970077515,0.6129665970802307,0.0003,0.5,0.6864853501319885
3,0.6851851940155029,0.5921250581741333,0.0003,0.5,0.6850209832191467
4,0.6296296119689941,0.5966518521308899,0.0003,0.5,0.6827534437179565
5,0.7222222089767456,0.5647861361503601,0.0003,0.5,0.6796714663505554
6,0.7037037014961243,0.5693053007125854,0.0003,0.5,0.676106870174408
7,0.7222222089767456,0.5574040412902832,0.0003,0.5,0.671000599861145
8,0.7222222089767456,0.5288660526275635,0.0003,0.550000011920929,0.6656156778335571
9,0.7592592835426331,0.4719655513763428,0.0003,0.6499999761581421,0.6609243154525757
10,0.8333333134651184,0.5102195143699646,0.0003,0.75,0.6570550203323364
11,0.7222222089767456,0.5339511632919312,0.0003,0.8500000238418579,0.6538141369819641
12,0.7962962985038757,0.5298188924789429,0.0003,0.800000011920929,0.650499701499939
13,0.8333333134651184,0.4488319158554077,0.0003,0.800000011920929,0.6468510627746582
14,0.7407407164573669,0.49291032552719116,0.0003,0.8500000238418579,0.6441344022750854
15,0.8518518805503845,0.45276203751564026,0.0003,0.8500000238418579,0.6438714265823364
16,0.8518518805503845,0.42599907517433167,0.0003,0.800000011920929,0.6430355310440063
17,0.7777777910232544,0.45745524764060974,0.0003,0.800000011920929,0.6431387662887573
18,0.8518518805503845,0.4320272207260132,0.0003,0.75,0.6439357995986938
19,0.8333333134651184,0.4343649446964264,0.0003,0.75,0.6418077349662781
20,0.8333333134651184,0.4243757724761963,0.0003,0.800000011920929,0.6396048665046692
21,0.8703703880310059,0.40005990862846375,0.0003,0.800000011920929,0.6386802792549133
22,0.8518518805503845,0.38162535429000854,0.0003,0.800000011920929,0.6376340985298157
23,0.8333333134651184,0.41027429699897766,0.0003,0.699999988079071,0.6385124921798706
24,0.8518518805503845,0.38229992985725403,0.0003,0.75,0.6396424770355225
