ablation,setting,acc,macro_f1,roc_auc,time_sec
Temporal,start,0.9,0.898989898989899,0.9600000000000001,56.333098709001206
Temporal,middle,0.8,0.8000000000000002,0.8400000000000001,44.60652462497819
Temporal,end,0.7,0.6703296703296704,1.0,69.98938258306589
