epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.4545454680919647,0.8107478618621826,0.0003,0.5,0.6921423673629761
1,0.581818163394928,0.6658011674880981,0.0003,0.5,0.6913555860519409
2,0.4909090995788574,0.6988323330879211,0.0003,0.5,0.6914200186729431
3,0.581818163394928,0.6591368317604065,0.0003,0.5,0.6904995441436768
4,0.581818163394928,0.6478930115699768,0.0003,0.5,0.6893373727798462
5,0.6727272868156433,0.6354542374610901,0.0003,0.6000000238418579,0.6879890561103821
6,0.6181818246841431,0.6283596158027649,0.0003,0.6499999761581421,0.6863833665847778
7,0.7090908885002136,0.6033743023872375,0.0003,0.550000011920929,0.6848261952400208
8,0.7818182110786438,0.5374866724014282,0.0003,0.550000011920929,0.6833637952804565
9,0.7818182110786438,0.5384877920150757,0.0003,0.550000011920929,0.6823850870132446
10,0.7272727489471436,0.5562570095062256,0.0003,0.550000011920929,0.6814714074134827
11,0.800000011920929,0.5451766848564148,0.0003,0.550000011920929,0.6807647943496704
12,0.7636363506317139,0.49549609422683716,0.0003,0.550000011920929,0.6799639463424683
13,0.7454545497894287,0.5192855596542358,0.0003,0.5,0.6791490316390991
14,0.7636363506317139,0.5499354004859924,0.0003,0.550000011920929,0.6793326139450073
15,0.7272727489471436,0.5173397064208984,0.0003,0.6000000238418579,0.6796650290489197
16,0.7636363506317139,0.513343334197998,0.0003,0.550000011920929,0.6797114610671997
17,0.8181818127632141,0.47122231125831604,0.0003,0.6000000238418579,0.679326593875885
18,0.7818182110786438,0.5107526183128357,0.0003,0.6000000238418579,0.6790467500686646
19,0.800000011920929,0.49172404408454895,0.0003,0.6000000238418579,0.6789012551307678
20,0.8727272748947144,0.4281390309333801,0.0003,0.6000000238418579,0.6774431467056274
21,0.8181818127632141,0.4515794515609741,0.0003,0.6000000238418579,0.6764956712722778
22,0.8545454740524292,0.45259159803390503,0.0003,0.6000000238418579,0.6766819953918457
23,0.8181818127632141,0.4659521281719208,0.0003,0.699999988079071,0.675646185874939
24,0.8181818127632141,0.4269718527793884,0.0003,0.75,0.6739476323127747
25,0.8181818127632141,0.45021629333496094,0.0003,0.699999988079071,0.67351233959198
26,0.8909090757369995,0.37907472252845764,0.0003,0.699999988079071,0.6733222007751465
27,0.8727272748947144,0.39752835035324097,0.0003,0.6499999761581421,0.6740787625312805
