,filename,abs_lx,abs_ly,abs_rx,abs_ry,open_eyes
0,048/2/2022-10-17 11:33:38.356270-0.jpg,216.3425925,486.534885,693.587755,480.008945,1
1,048/2/2022-10-17 11:33:38.368674-1.jpg,215.597307,486.264085,696.7840800000001,479.808425,1
2,048/2/2022-10-17 11:33:38.378313-2.jpg,217.244073,487.726875,695.51889,479.85797,1
3,048/2/2022-10-17 11:33:38.385022-3.jpg,219.41578300000003,486.46961,695.4390000000001,479.49959,1
4,048/2/2022-10-17 11:33:38.389065-4.jpg,216.18515,489.11231,694.4062900000001,481.5665,1
5,048/2/2022-10-17 11:33:38.394192-5.jpg,214.778115,489.239305,694.6860499999999,479.95056,1
6,048/2/2022-10-17 11:33:38.399196-6.jpg,215.871465,486.63944,692.99631,481.0735,1
7,048/2/2022-10-17 11:33:38.402427-7.jpg,215.056897,487.30957,691.289995,479.45017000000007,1
8,048/2/2022-10-17 11:33:38.405240-8.jpg,213.59639500000003,487.08352,690.07375,480.3885499999999,1
9,048/2/2022-10-17 11:33:38.407919-9.jpg,214.45746000000003,485.7399049999999,691.762225,481.10921,1
10,048/2/2022-10-17 11:33:38.412691-10.jpg,215.10950000000005,489.171125,691.9664700000001,481.64159500000005,1
11,048/2/2022-10-17 11:33:38.416046-11.jpg,242.12799,469.512675,716.14154,468.11021,1
12,048/2/2022-10-17 11:33:38.418951-12.jpg,242.12799,469.512675,716.14154,468.11021,0
13,048/2/2022-10-17 11:33:38.421667-13.jpg,238.185425,471.627535,715.78702,470.3795,1
14,048/2/2022-10-17 11:33:38.424465-14.jpg,239.510575,469.7270950000001,715.526145,468.98034500000006,1
15,048/2/2022-10-17 11:33:38.428987-15.jpg,242.0205,468.93674,714.5982999999999,467.88183,1
16,048/2/2022-10-17 11:33:38.432462-16.jpg,239.384572,468.63560999999993,716.30618,467.62669,1
17,048/2/2022-10-17 11:33:38.435654-17.jpg,239.967045,472.243375,715.020425,468.636065,1
18,048/2/2022-10-17 11:33:38.438685-18.jpg,238.97351250000003,468.984785,717.194265,468.497515,1
19,048/2/2022-10-17 11:33:38.441708-19.jpg,237.533825,470.5073200000001,717.43639,467.71335,1
20,048/2/2022-10-17 11:33:38.446884-20.jpg,236.82133000000005,470.148635,714.3195999999999,466.87011000000007,1
21,048/2/2022-10-17 11:33:38.450966-21.jpg,236.82133000000005,470.148635,714.3195999999999,466.87011000000007,0
22,048/2/2022-10-17 11:33:38.454035-22.jpg,238.440343,470.9206400000001,715.55611,468.629435,1
23,048/2/2022-10-17 11:33:38.456879-23.jpg,238.39619750000003,470.414995,712.8728699999999,468.58135,1
24,048/2/2022-10-17 11:33:38.462004-24.jpg,239.2902575,470.895945,715.9763499999999,469.74297,1
25,048/2/2022-10-17 11:33:38.466107-25.jpg,240.28627,470.1115,714.7616800000001,468.141825,1
26,048/2/2022-10-17 11:33:38.472370-26.jpg,239.7510675,470.123705,714.7812499999999,469.161485,1
27,048/2/2022-10-17 11:33:38.483618-27.jpg,238.518892,470.738565,711.7761999999999,468.78018,1
28,048/2/2022-10-17 11:33:38.489838-28.jpg,239.845255,470.63642,714.526455,469.38011,1
29,048/2/2022-10-17 11:33:38.497021-29.jpg,236.7058425,470.026925,713.62291,469.31469,1
30,048/2/2022-10-17 11:33:38.502374-30.jpg,236.65881,470.72516,715.319335,468.5398,1
31,048/2/2022-10-17 11:33:38.507234-31.jpg,241.807865,469.400365,712.64166,467.12539,1
32,048/2/2022-10-17 11:33:38.512801-32.jpg,238.230395,471.3789300000001,714.60575,467.6832,1
33,048/2/2022-10-17 11:33:38.518562-33.jpg,238.295245,469.625805,714.59374,465.75363,1
34,048/2/2022-10-17 11:33:38.522983-34.jpg,238.72986,470.74608,716.10745,466.62871,1
35,048/2/2022-10-17 11:33:38.528656-35.jpg,239.2353975,469.80638,716.040525,464.55521,1
36,048/2/2022-10-17 11:33:38.537179-36.jpg,239.2353975,469.80638,716.040525,464.55521,0
37,048/2/2022-10-17 11:33:38.545881-37.jpg,239.2353975,469.80638,716.040525,464.55521,0
38,048/2/2022-10-17 11:33:38.551539-38.jpg,243.2079,467.97912500000007,719.774095,462.33341,1
39,048/2/2022-10-17 11:33:38.556307-39.jpg,243.45209,465.165435,721.827415,465.18906,1
40,048/2/2022-10-17 11:33:38.563507-40.jpg,245.695855,464.6941900000001,722.9809949999999,464.19157,1
41,048/2/2022-10-17 11:33:38.568768-41.jpg,248.9053,464.78123,726.37275,461.95902,1
42,048/2/2022-10-17 11:33:38.573056-42.jpg,252.09297,462.45773,729.12441,461.55602,1
43,048/2/2022-10-17 11:33:38.578943-43.jpg,255.882925,462.76881,730.6051500000001,462.08283499999993,1
44,048/2/2022-10-17 11:33:38.584683-44.jpg,254.810217,462.51743,730.62617,463.945425,1
45,048/2/2022-10-17 11:33:38.591048-45.jpg,255.24325500000003,461.293175,729.9553800000001,463.229045,1
46,048/2/2022-10-17 11:33:38.597857-46.jpg,254.358282,463.91129,731.071955,464.604635,1
47,048/2/2022-10-17 11:33:38.603561-47.jpg,256.862945,462.539515,732.0899750000001,462.50161,1
48,048/2/2022-10-17 11:33:38.610113-48.jpg,253.426805,463.428275,733.3815800000001,462.656765,1
49,048/2/2022-10-17 11:33:38.616326-49.jpg,253.8640525,465.79374,733.005795,463.01661,1
50,048/2/2022-10-17 11:33:38.622272-50.jpg,254.00962,464.80907,733.784985,463.330015,1
51,048/2/2022-10-17 11:33:38.628495-51.jpg,254.415157,465.29739000000006,730.2663299999999,463.88117,1
52,048/2/2022-10-17 11:33:38.634818-52.jpg,254.415157,465.29739000000006,730.2663299999999,463.88117,0
53,048/2/2022-10-17 11:33:38.641106-53.jpg,252.739855,466.838315,731.4698749999999,463.307465,1
54,048/2/2022-10-17 11:33:38.647912-54.jpg,252.671638,467.16953,732.5688399999999,463.46420000000006,1
55,048/2/2022-10-17 11:33:38.653659-55.jpg,252.5053325,464.85153,731.205515,464.774765,1
56,048/2/2022-10-17 11:33:38.660704-56.jpg,252.5053325,464.85153,731.205515,464.774765,0
57,048/2/2022-10-17 11:33:38.665985-57.jpg,255.21995,466.32702000000006,730.4227000000001,464.835565,1
58,048/2/2022-10-17 11:33:38.672283-58.jpg,255.21995,466.32702000000006,730.4227000000001,464.835565,0
59,048/2/2022-10-17 11:33:38.678709-59.jpg,252.770205,466.56274,728.21455,464.7835100000001,1
60,048/2/2022-10-17 11:33:38.685013-60.jpg,252.814285,466.4896,730.4138800000001,463.424775,1
61,048/2/2022-10-17 11:33:38.691045-61.jpg,255.283795,469.37545,727.7134550000001,464.2347900000001,1
62,048/2/2022-10-17 11:33:38.698054-62.jpg,252.455445,467.85905,726.25175,466.12937,1
63,048/2/2022-10-17 11:33:38.708332-63.jpg,254.387715,468.25520000000006,726.320795,465.4095699999999,1
64,048/2/2022-10-17 11:33:38.715175-64.jpg,255.132567,468.60874,728.0887600000001,463.066515,1
65,048/2/2022-10-17 11:33:38.720016-65.jpg,255.132567,468.60874,728.0887600000001,463.066515,0
66,048/2/2022-10-17 11:33:38.724043-66.jpg,251.999418,469.4408,727.34222,464.87745000000007,1
67,048/2/2022-10-17 11:33:38.728826-67.jpg,252.26927,468.17488,728.25052,463.71942,1
68,048/2/2022-10-17 11:33:38.735261-68.jpg,249.346735,467.60054,730.1959800000001,463.441285,1
69,048/2/2022-10-17 11:33:38.741572-69.jpg,248.551715,469.51686500000005,728.87011,463.218015,1
70,048/2/2022-10-17 11:33:38.747343-70.jpg,248.85124,466.12101,725.0193700000001,463.93475,1
71,048/2/2022-10-17 11:33:38.753365-71.jpg,253.8732425,467.926475,727.19627,462.55301,1
72,048/2/2022-10-17 11:33:38.759811-72.jpg,253.2216,465.88472,724.82548,461.97401,1
73,048/2/2022-10-17 11:33:38.769522-73.jpg,250.44557000000003,466.55027,725.2795649999999,464.7742,1
74,048/2/2022-10-17 11:33:38.777195-74.jpg,250.68305000000004,468.974975,724.74325,463.903515,1
75,048/2/2022-10-17 11:33:38.783035-75.jpg,249.783272,466.8902499999999,725.87284,462.70473,1
76,048/2/2022-10-17 11:33:38.787495-76.jpg,248.854425,468.016375,725.091395,464.850485,1
77,048/2/2022-10-17 11:33:38.791436-77.jpg,252.09892,470.080815,728.76332,463.16153,1
78,048/2/2022-10-17 11:33:38.798061-78.jpg,256.35303,471.540955,729.2280200000001,466.492675,1
79,048/2/2022-10-17 11:33:38.803800-79.jpg,258.028555,472.74759,731.39304,468.375945,1
80,048/2/2022-10-17 11:33:38.809795-80.jpg,261.718625,475.620205,733.21874,469.80164,1
81,048/2/2022-10-17 11:33:38.818500-81.jpg,263.815185,476.00718,737.1647199999999,473.01059,1
82,048/2/2022-10-17 11:33:38.825484-82.jpg,270.79325500000004,479.780925,740.90903,473.18463,1
83,048/2/2022-10-17 11:33:38.834717-83.jpg,268.73078,480.132385,741.97976,474.62248,1
84,048/2/2022-10-17 11:33:38.843060-84.jpg,268.96408499999995,480.81728,738.34748,475.32395,1
85,048/2/2022-10-17 11:33:38.848776-85.jpg,274.54800750000004,483.313595,741.933385,476.15636,1
86,048/2/2022-10-17 11:33:38.853816-86.jpg,271.72413,482.01665,746.619125,480.29023,1
87,048/2/2022-10-17 11:33:38.857911-87.jpg,274.227465,483.70337,743.70967,481.44222,1
88,048/2/2022-10-17 11:33:38.862696-88.jpg,274.281665,480.65662,747.7136399999999,478.10164,1
89,048/2/2022-10-17 11:33:38.867041-89.jpg,274.4439325,483.78281,744.2812900000001,480.49771,1
90,048/2/2022-10-17 11:33:38.872401-90.jpg,272.168125,483.65745,743.159375,480.353915,1
91,048/2/2022-10-17 11:33:38.881835-91.jpg,276.48319000000004,483.9824,749.6952799999999,479.920365,1
92,048/2/2022-10-17 11:33:38.889214-92.jpg,275.21639,483.148825,750.31502,482.13928,1
93,048/2/2022-10-17 11:33:38.895211-93.jpg,271.640825,481.920205,746.87487,480.67934,1
94,048/2/2022-10-17 11:33:38.901811-94.jpg,276.82161,484.79515,746.66035,479.644055,1
95,048/2/2022-10-17 11:33:38.908028-95.jpg,278.343538,480.85685,748.12373,481.8665,1
96,048/2/2022-10-17 11:33:38.914056-96.jpg,278.35254,480.020285,746.1959,480.409255,1
97,048/2/2022-10-17 11:33:38.918590-97.jpg,279.227065,482.26261,747.8934550000001,481.26152,1
98,048/2/2022-10-17 11:33:38.922473-98.jpg,279.448325,484.8990150000001,747.54148,481.76503,1
99,048/2/2022-10-17 11:33:38.929339-99.jpg,276.67811,482.74969,753.0861,481.883,1
100,048/2/2022-10-17 11:33:38.938118-100.jpg,276.9883625,483.258105,743.5495,482.26208,1
101,048/2/2022-10-17 11:33:38.944697-101.jpg,280.17879,481.867175,746.922035,480.560855,1
102,048/2/2022-10-17 11:33:38.950436-102.jpg,280.17879,481.867175,746.922035,480.560855,0
103,048/2/2022-10-17 11:33:38.955104-103.jpg,274.53123500000004,480.217615,747.0953199999999,484.2449,1
104,048/2/2022-10-17 11:33:38.960208-104.jpg,279.0656,479.5878600000001,748.82138,481.37512,1
105,048/2/2022-10-17 11:33:38.966553-105.jpg,277.84987,481.468015,748.03384,481.34817,1
106,048/2/2022-10-17 11:33:38.972313-106.jpg,280.04726500000004,481.431165,751.1586299999999,482.224185,1
107,048/2/2022-10-17 11:33:38.978647-107.jpg,278.03430000000003,478.1903699999999,753.0517199999999,479.89916000000005,1
108,048/2/2022-10-17 11:33:38.984657-108.jpg,281.110445,482.60718,749.460605,483.239835,1
109,048/2/2022-10-17 11:33:38.991195-109.jpg,277.04915,481.72174,753.91178,481.105745,1
110,048/2/2022-10-17 11:33:38.999194-110.jpg,280.247625,482.04278,753.2583199999999,485.3415700000001,1
111,048/2/2022-10-17 11:33:39.005912-111.jpg,278.308943,481.20936,747.1162800000001,482.22001000000006,1
112,048/2/2022-10-17 11:33:39.011831-112.jpg,278.308943,481.20936,747.1162800000001,482.22001000000006,0
113,048/2/2022-10-17 11:33:39.016707-113.jpg,280.010898,482.65086,750.06913,482.98375,1
114,048/2/2022-10-17 11:33:39.022293-114.jpg,280.9171675,481.15433,752.8825700000001,484.985715,1
115,048/2/2022-10-17 11:33:39.028572-115.jpg,281.661295,483.18997,748.9523849999999,481.42881,1
116,048/2/2022-10-17 11:33:39.034917-116.jpg,282.208933,479.75582,750.0407849999999,483.81595,1
117,048/2/2022-10-17 11:33:39.041154-117.jpg,278.54071500000003,485.48942,749.76033,480.160035,1
118,048/2/2022-10-17 11:33:39.047416-118.jpg,282.777562,484.33895000000007,750.3264899999999,484.48657,1
119,048/2/2022-10-17 11:33:39.053561-119.jpg,283.68709,484.753935,751.678265,485.504965,1
120,048/2/2022-10-17 11:33:39.060016-120.jpg,283.09842,485.47616,756.01938,482.99829,1
121,048/2/2022-10-17 11:33:39.066551-121.jpg,285.69912,485.22308,753.0383549999999,486.20395,1
122,048/2/2022-10-17 11:33:39.072205-122.jpg,284.069485,484.81322,752.49657,485.92571,1
123,048/2/2022-10-17 11:33:39.078621-123.jpg,284.842935,485.80234999999993,754.9466400000001,488.03721,1
124,048/2/2022-10-17 11:33:39.084808-124.jpg,282.119085,486.5936899999999,753.431685,484.905825,1
125,048/2/2022-10-17 11:33:39.091236-125.jpg,285.0448225,484.497355,753.68598,484.96874,1
126,048/2/2022-10-17 11:33:39.097703-126.jpg,281.436072,483.319305,755.29458,487.925645,1
127,048/2/2022-10-17 11:33:39.103552-127.jpg,286.07566,485.22832000000005,757.0717000000001,487.3935,1
128,048/2/2022-10-17 11:33:39.112102-128.jpg,282.318685,486.57883,753.51801,486.297425,1
129,048/2/2022-10-17 11:33:39.118712-129.jpg,284.3652,487.648345,750.49941,484.632905,1
130,048/2/2022-10-17 11:33:39.124409-130.jpg,284.654885,486.27315,753.94992,488.10246,1
131,048/2/2022-10-17 11:33:39.128628-131.jpg,282.590038,485.05359,755.786385,485.3352349999999,1
132,048/2/2022-10-17 11:33:39.134905-132.jpg,282.590038,485.05359,755.786385,485.3352349999999,0
133,048/2/2022-10-17 11:33:39.141123-133.jpg,280.973265,485.53219,753.4699150000001,485.86099999999993,1
134,048/2/2022-10-17 11:33:39.147673-134.jpg,279.343853,485.58457,754.62941,486.66919,1
135,048/2/2022-10-17 11:33:39.153590-135.jpg,286.194765,485.04372,753.1748299999999,488.40086,1
136,048/2/2022-10-17 11:33:39.159878-136.jpg,281.286752,483.525735,751.3029949999999,485.381085,1
137,048/2/2022-10-17 11:33:39.166351-137.jpg,282.90998,487.24684,751.47063,485.9848,1
138,048/2/2022-10-17 11:33:39.172305-138.jpg,281.13842,486.23967,754.154,486.35256,1
139,048/2/2022-10-17 11:33:39.178531-139.jpg,283.9696175,485.53377,753.027015,485.347045,1
140,048/2/2022-10-17 11:33:39.185274-140.jpg,283.473985,484.66734,756.7646,487.3109099999999,1
141,048/2/2022-10-17 11:33:39.191012-141.jpg,282.55577,483.82581,754.6087600000001,487.80504,1
142,048/2/2022-10-17 11:33:39.197586-142.jpg,280.061885,481.982165,747.15725,484.105545,1
143,048/2/2022-10-17 11:33:39.203847-143.jpg,281.566395,482.21607000000006,750.02347,484.702005,1
144,048/2/2022-10-17 11:33:39.210220-144.jpg,280.131537,485.68374,750.69102,485.96717000000007,1
145,048/2/2022-10-17 11:33:39.216695-145.jpg,282.966225,484.9286199999999,753.881225,484.62109,1
146,048/2/2022-10-17 11:33:39.222349-146.jpg,277.3466425,484.65752,752.17189,487.3459600000001,1
147,048/2/2022-10-17 11:33:39.228679-147.jpg,282.47551,485.580835,753.394755,485.307065,1
148,048/2/2022-10-17 11:33:39.237457-148.jpg,277.93652,487.34597,747.8916999999999,487.68472,1
149,048/2/2022-10-17 11:33:39.245991-149.jpg,282.373638,484.25547,755.164985,486.203875,1
150,048/2/2022-10-17 11:33:39.251672-150.jpg,278.26834,484.123385,751.4588799999999,487.35591,1
151,048/2/2022-10-17 11:33:39.257003-151.jpg,278.223335,486.4574,751.1294350000001,483.29351500000007,1
152,048/2/2022-10-17 11:33:39.260915-152.jpg,278.69814,485.50159,749.08122,485.453675,1
153,048/2/2022-10-17 11:33:39.266442-153.jpg,279.069375,486.33126,751.96263,485.8209800000001,1
154,048/2/2022-10-17 11:33:39.272667-154.jpg,279.069375,486.33126,751.96263,485.8209800000001,0
155,048/2/2022-10-17 11:33:39.278968-155.jpg,280.85394,487.84286,750.03707,485.22443,1
156,048/2/2022-10-17 11:33:39.284716-156.jpg,278.312725,487.03288,748.482725,484.740425,1
157,048/2/2022-10-17 11:33:39.291173-157.jpg,276.983555,489.7507800000001,750.37764,485.87931,1
158,048/2/2022-10-17 11:33:39.297612-158.jpg,276.480907,489.17963,747.91325,485.76378,1
159,048/2/2022-10-17 11:33:39.303647-159.jpg,280.087242,490.558815,748.3539000000001,486.37109,1
160,048/2/2022-10-17 11:33:39.312254-160.jpg,275.10731,488.40451,750.3390949999999,488.063365,1
161,048/2/2022-10-17 11:33:39.319543-161.jpg,274.772385,488.27372,746.54112,485.81309,1
162,048/2/2022-10-17 11:33:39.325345-162.jpg,273.79435,487.17188,749.344405,486.3990250000001,1
163,048/2/2022-10-17 11:33:39.329752-163.jpg,276.81412,486.101075,743.74145,483.56435,1
164,048/2/2022-10-17 11:33:39.334820-164.jpg,275.57635,485.8109500000001,746.44183,489.20724,1
165,048/2/2022-10-17 11:33:39.341298-165.jpg,273.240055,485.58289,746.168355,485.020685,1
166,048/2/2022-10-17 11:33:39.350769-166.jpg,274.378055,486.26791,744.611725,487.026205,1
167,048/2/2022-10-17 11:33:39.358906-167.jpg,276.518775,488.72627,747.0078100000001,487.019675,1
168,048/2/2022-10-17 11:33:39.365322-168.jpg,273.452,489.300055,745.0021999999999,486.931905,1
169,048/2/2022-10-17 11:33:39.371187-169.jpg,273.86866999999995,489.96599,744.37741,485.1852150000001,1
170,048/2/2022-10-17 11:33:39.377371-170.jpg,272.55259,489.53216,746.635785,484.53273,1
171,048/2/2022-10-17 11:33:39.382263-171.jpg,277.08284,490.59277,742.8058500000001,483.07112,1
172,048/2/2022-10-17 11:33:39.386512-172.jpg,272.41684,489.871295,746.1754849999999,485.27027,1
173,048/2/2022-10-17 11:33:39.391474-173.jpg,272.217182,489.61653,746.0486549999999,484.891425,1
174,048/2/2022-10-17 11:33:39.398448-174.jpg,272.16051500000003,486.679215,751.198815,484.4341,1
175,048/2/2022-10-17 11:33:39.406518-175.jpg,270.00934,486.67907,743.4116,486.13887,1
176,048/2/2022-10-17 11:33:39.412114-176.jpg,270.651845,489.078745,747.947405,486.7564,1
177,048/2/2022-10-17 11:33:39.418158-177.jpg,271.04286,487.75045,742.7436600000001,485.16691,1
178,048/2/2022-10-17 11:33:39.422547-178.jpg,274.38304,490.67528,745.6013249999999,484.6304,1
179,048/2/2022-10-17 11:33:39.431530-179.jpg,269.958975,490.89224,744.0009150000001,487.4188850000001,1
180,048/2/2022-10-17 11:33:39.439739-180.jpg,272.4661,488.65146,745.9826999999999,486.4284300000001,1
181,048/2/2022-10-17 11:33:39.445214-181.jpg,271.7822325,489.14731000000006,745.160805,486.075265,1
182,048/2/2022-10-17 11:33:39.450058-182.jpg,273.659365,489.624145,744.6320599999999,487.88677,1
183,048/2/2022-10-17 11:33:39.456244-183.jpg,273.290315,490.2387,745.89652,490.02741,1
184,048/2/2022-10-17 11:33:39.460044-184.jpg,274.94188999999994,489.9475,744.6214550000001,489.954695,1
185,048/2/2022-10-17 11:33:39.466081-185.jpg,273.645945,489.328695,744.179225,489.09589,1
186,048/2/2022-10-17 11:33:39.472264-186.jpg,271.192745,489.59442,746.8905199999999,486.96338,1
187,048/2/2022-10-17 11:33:39.479107-187.jpg,272.78749,490.542735,743.06342,489.1688,1
188,048/2/2022-10-17 11:33:39.484747-188.jpg,273.80492000000004,492.56225,743.8711099999999,485.67544,1
189,048/2/2022-10-17 11:33:39.491072-189.jpg,275.172375,491.09882,745.54326,489.79931,1
190,048/2/2022-10-17 11:33:39.497328-190.jpg,274.82811,489.571475,745.893245,489.27456,1
191,048/2/2022-10-17 11:33:39.503557-191.jpg,272.026795,491.26479,745.36774,487.16009,1
192,048/2/2022-10-17 11:33:39.509772-192.jpg,277.23951,494.827575,744.75147,487.54247,1
193,048/2/2022-10-17 11:33:39.516022-193.jpg,274.3416,492.55941,743.664795,489.42811,1
194,048/2/2022-10-17 11:33:39.522284-194.jpg,275.78416500000003,490.933035,741.9981049999999,486.68632,1
195,048/2/2022-10-17 11:33:39.529520-195.jpg,273.586985,488.15543,748.2108599999999,487.87482,1
196,048/2/2022-10-17 11:33:39.535641-196.jpg,273.707095,492.927805,748.55988,491.25001,1
197,048/2/2022-10-17 11:33:39.541778-197.jpg,279.85207,490.754,744.3018099999999,490.256875,1
198,048/2/2022-10-17 11:33:39.547851-198.jpg,275.234615,491.76454000000007,745.52719,489.117395,1
199,048/2/2022-10-17 11:33:39.554076-199.jpg,273.759125,489.91421,747.45312,489.948405,1
200,048/2/2022-10-17 11:33:39.560773-200.jpg,275.753525,491.166125,749.0995499999999,489.187135,1
201,048/2/2022-10-17 11:33:39.566657-201.jpg,274.6276,491.59471,746.5002850000001,489.453825,1
202,048/2/2022-10-17 11:33:39.572195-202.jpg,276.484962,492.273765,746.16715,488.82405000000006,1
203,048/2/2022-10-17 11:33:39.578644-203.jpg,276.12118000000004,491.11125,745.017825,487.39036,1
204,048/2/2022-10-17 11:33:39.584892-204.jpg,275.04179,492.256025,746.2977000000001,489.4068,1
205,048/2/2022-10-17 11:33:39.591433-205.jpg,270.976855,491.50218500000005,748.301455,489.668785,1
206,048/2/2022-10-17 11:33:39.600988-206.jpg,273.10619,491.7113000000001,743.2394899999999,489.651295,1
207,048/2/2022-10-17 11:33:39.607537-207.jpg,274.618725,492.23094,744.4507199999999,489.56749,1
208,048/2/2022-10-17 11:33:39.613047-208.jpg,275.471687,493.51218000000006,746.5388699999999,488.369245,1
209,048/2/2022-10-17 11:33:39.618197-209.jpg,273.44257,492.759405,747.4004249999999,490.13912,1
210,048/2/2022-10-17 11:33:39.622389-210.jpg,272.334065,490.87154,745.6168,487.51753500000007,1
