ablation,setting,acc,macro_f1,roc_auc,time_sec
EyeChannel,left,0.4444444444444444,0.30769230769230765,1.0,3.227414334192872
EyeChannel,right,0.5555555555555556,0.5,0.8,1.6176232500001788
EyeChannel,both,0.7777777777777778,0.7750000000000001,0.9500000000000001,1.7895745420828462
