ablation,setting,acc,macro_f1,roc_auc,time_sec
Coord,x,0.5555555555555556,0.35714285714285715,0.6499999999999999,1.254834207938984
Coord,y,0.5555555555555556,0.35714285714285715,0.7,1.5943594160489738
