ablation,setting,acc,macro_f1,roc_auc,time_sec
Temporal,start,0.6666666666666666,0.6666666666666665,0.75,1.4861477501690388
Temporal,middle,0.7777777777777778,0.7750000000000001,0.9500000000000001,3.9619890830945224
Temporal,end,0.6666666666666666,0.6493506493506493,0.9,1.197989583015442
